id,prompt
1601,"Explain how to check if a string contains only letters."
1602,"Explain how to find all the words in a sentence that are palindromes."
1603,"Explain how to replace the last vowel in a word with an asterisk."
1604,"Explain how to convert a number into words digit by digit."
1605,"Explain how to test if a number is divisible by the sum of its digits."
1606,"Explain how to extract words from a sentence that contain at least three vowels."
1607,"Explain how to check if two lists contain the same elements in any order."
1608,"Explain how to split a string into three equal parts."
1609,"Explain how to return the second most common word in a sentence."
1610,"Explain how to rotate a list left by a given number of steps."
1611,"Explain how to find the sum of characters that are the same in two strings of equal length."
1612,"Explain how to check if a string contains a consecutive pair of letters."
1613,"Explain how to reverse only the digits in a string."
1614,"Explain how to check if a sentence contains duplicate words."
1615,"Explain how to remove the longest word from a sentence."
1616,"Explain how to sort a list of strings based on the number of vowels they contain."
1617,"Explain how to get the first non-repeating character in a string."
1618,"Explain how to count the number of alphabetic characters in a string."
1619,"Explain how to extract all substrings of length 3 from a given string."
1620,"Explain how to capitalize only the middle word of a three-word sentence."
1621,"Explain how to replace punctuation in a sentence with the word 'dot'."
1622,"Explain how to group a list of numbers by even and odd."
1623,"Explain how to count how many words start and end with the same letter."
1624,"Explain how to detect if a string contains only one unique character."
1625,"Explain how to build a new list by repeating each character of a string twice."
1626,"Explain how to remove all characters from a string except uppercase letters."
1627,"Explain how to reverse the order of characters in each word of a sentence."
1628,"Explain how to check if a sentence is a palindrome ignoring case and punctuation."
1629,"Explain how to find the difference between the highest and lowest digits in a number."
1630,"Explain how to extract only the numeric words from a sentence."
1631,"Explain how to generate a list of all numbers with exactly three digits."
1632,"Explain how to check if the digits of a number alternate between increasing and decreasing."
1633,"Explain how to replace the first digit in a string with its square."
1634,"Explain how to remove all duplicate characters from a string while preserving order."
1635,"Explain how to return a string made by repeating each vowel in the input twice."
1636,"Explain how to count how many uppercase characters appear at even indices."
1637,"Explain how to print the even-indexed words in a sentence."
1638,"Explain how to convert a list of integers into a single integer."
1639,"Explain how to determine if all words in a list are anagrams of each other."
1640,"Explain how to reverse all numbers in a sentence without affecting words."
1641,"Explain how to pad a string with dashes on both sides to a total width of 30."
1642,"Explain how to find all pairs of indices where elements are equal in a list."
1643,"Explain how to return a dictionary of letter counts only for vowels."
1644,"Explain how to filter out all numbers in a list that contain the digit '9'."
1645,"Explain how to group strings by their first vowel."
1646,"Explain how to count the number of distinct letters in a string."
1647,"Explain how to find the longest sequence of non-repeating characters in a string."
1648,"Explain how to replace every third letter in a string with an underscore."
1649,"Explain how to alternate characters from two strings into a new one."
1650,"Explain how to detect if a list contains three identical items in a row."
1651,"Explain how to count how many words have even length in a sentence."
1652,"Explain how to split a list of words into separate lists by word length."
1653,"Explain how to reverse only the even-indexed words in a sentence."
1654,"Explain how to extract all capitalized words from a paragraph."
1655,"Explain how to find all the numbers from 100 to 200 that are palindromes."
1656,"Explain how to shift the ASCII value of each character in a string by 2."
1657,"Explain how to create a string from all characters in a list that are not vowels."
1658,"Explain how to count how many digits are greater than 5 in a number."
1659,"Explain how to filter out words from a list that contain repeated letters."
1660,"Explain how to detect if a string has at least two consecutive vowels."
1661,"Explain how to sum the digits of all even numbers in a list."
1662,"Explain how to split a paragraph into sentences using punctuation marks."
1663,"Explain how to determine if two numbers have the same digits in different order."
1664,"Explain how to truncate a number to its first three digits."
1665,"Explain how to group a sentence’s words by their starting letter."
1666,"Explain how to return a list of all characters that appear exactly twice in a string."
1667,"Explain how to remove all special characters from a list of strings."
1668,"Explain how to identify the longest word made entirely of vowels."
1669,"Explain how to sort a string by ASCII value of characters."
1670,"Explain how to count the number of vowels in every word in a sentence."
1671,"Explain how to check whether the total number of digits in a string is odd."
1672,"Explain how to create a dictionary where keys are string lengths and values are lists of words."
1673,"Explain how to capitalize every fourth word in a sentence."
1674,"Explain how to test if a string has at least one uppercase, one lowercase, and one digit."
1675,"Explain how to find all substrings of length 2 or more that start and end with the same letter."
1676,"Explain how to check if a string contains any of the same character three times in a row."
1677,"Explain how to format a number with leading asterisks to make it 8 characters long."
1678,"Explain how to split a list into a tuple of two halves."
1679,"Explain how to return the first vowel that appears twice in a string."
1680,"Explain how to create a string of only the first characters of each word in a sentence."
1681,"Explain how to count how many three-letter words are in a paragraph."
1682,"Explain how to sort a list of strings by the number of consonants in each."
1683,"Explain how to remove all single-character words from a sentence."
1684,"Explain how to return a list of only the palindromes from a string of comma-separated words."
1685,"Explain how to check if two numbers are reverses of each other."
1686,"Explain how to extract the digits at even positions from a number."
1687,"Explain how to find the first digit in a string."
1688,"Explain how to test whether two strings have no characters in common."
1689,"Explain how to create a string with alternating digits and asterisks up to 9."
1690,"Explain how to detect if a word contains three or more vowels in a row."
1691,"Explain how to determine if a list contains all numbers from 1 to 10."
1692,"Explain how to convert each word in a list to its corresponding length."
1693,"Explain how to extract the initials from a person's full name."
1694,"Explain how to return a list of the lengths of each sentence in a paragraph."
1695,"Explain how to count how many numbers in a list are both even and end in 2."
1696,"Explain how to remove duplicate characters from each word in a sentence."
1697,"Explain how to test whether all letters in a word appear in alphabetical order."
1698,"Explain how to return a string with every letter doubled except vowels."
1699,"Explain how to identify the index of the longest string in a list."
1700,"Explain how to generate a list of strings from a sentence that are longer than 5 characters."

