id,response
1001,"def unique_word_lengths(s): l=[len(w) for w in s.split()]; return len(set(l))==len(l)"
1002,"def longest_alt_vowel_consonant(s): import re; return max(re.findall(r'(?i)(?:(?:[aeiou][^aeiou])|(?:[^aeiou][aeiou]))+', s), key=len, default='')"
1003,"def avg_ascii(s): return sum(map(ord,s))/len(s) if s else 0"
1004,"def no_repeats(lst): return [w for w in lst if len(set(w))==len(w)]"
1005,"def remove_first_last_vowel(s): v=[i for i,c in enumerate(s) if c.lower() in 'aeiou']; return s[:v[0]]+s[v[0]+1:v[-1]]+s[v[-1]+1:] if len(v)>=2 else s"
1006,"def reverse_words_with_digit(s): return ' '.join(w[::-1] if any(c.isdigit() for c in w) else w for w in s.split())"
1007,"def vowel_order_count(s): return [s.lower().count(v) for v in 'aeiou']"
1008,"def every_third_upper(s): return ''.join(c.upper() if i%3==2 else c for i,c in enumerate(s))"
1009,"def palindromes_when_doubled(lst): return [x for x in lst if str(x*2)==str(x*2)[::-1]]"
1010,"def local_maxima(lst): return [i for i in range(1,len(lst)-1) if lst[i]>lst[i-1] and lst[i]>lst[i+1]]"
1011,"def cube_digits(n): return int(''.join(str(int(d)**3) for d in str(n)))"
1012,"def non_alnum(s): return [c for c in s if not c.isalnum()]"
1013,"def two_vowels(w): return len(set(c for c in w.lower() if c in 'aeiou'))>=2"
1014,"def remove_repeated_consonants(s): return ''.join(c for c in s if c.lower() in 'aeiou' or s.lower().count(c)==1)"
1015,"def sort_by_unique_chars(lst): return sorted(lst, key=lambda w: len(set(w)))"
1016,"def reverse_lower_words(s): return ' '.join(w.lower()[::-1] for w in s.split())"
1017,"def vowel_consonant_diff(w): v=sum(1 for c in w if c.lower() in 'aeiou'); c=sum(1 for c in w if c.isalpha() and c.lower() not in 'aeiou'); return v-c"
1018,"def prev_letter(s): return ''.join(chr(ord(c)-1) if c.isalpha() else c for c in s)"
1019,"def only_vowel_words(lst): return [w for w in lst if all(c.lower() in 'aeiou' for c in w)]"
1020,"def reverse_halves(n): s=str(n); h=len(s)//2; return s[:h][::-1]+s[h:][::-1]"
1021,"def chars_multiple_of_3(s): return ''.join(c for i,c in enumerate(s) if i%3==0)"
1022,"def all_words_start_vowel(s): return all(w[0].lower() in 'aeiou' for w in s.split())"
1023,"def double_except_vowels(s): return ''.join(c*2 if c.lower() not in 'aeiou' else c for c in s)"
1024,"def div_7_or_11(): print([x for x in range(1,101) if x%7==0 or x%11==0])"
1025,"def reverse_string_static_digits(s): digits=[(i,c) for i,c in enumerate(s) if c.isdigit()]; letters=[c for c in s if not c.isdigit()][::-1]; for i,c in digits: letters.insert(i,c); return ''.join(letters)"
1026,"def shortest_with_2vowels(s): return min((w for w in s.split() if sum(c in 'aeiou' for c in w)>=2), key=len, default='')"
1027,"def digit_count_dict(n): from collections import Counter; return dict(Counter(str(n)))"
1028,"def has_repeated_words(s): w=s.lower().split(); return len(w)!=len(set(w))"
1029,"def cap_2nd_4th(s): return ' '.join(''.join(c.upper() if i in [1,3] else c for i,c in enumerate(w)) for w in s.split())"
